class,difficulty,helpfulness,professor,date
ECON103,1,1,Gerald Friedman,2016-09-17
ECON103,1,1,Gerald Friedman,2016-07-17
ECON103,2,4,Gerald Friedman,2016-07-15
ECON103,3,5,Gerald Friedman,2016-06-15
103MICRO,2,4,Gerald Friedman,2016-05-19
ECON103,2,4,Gerald Friedman,2016-04-17
ECON103,2,5,Gerald Friedman,2016-04-14
ECON103,1,3,Gerald Friedman,2016-04-13
ECON103,2,3,Gerald Friedman,2016-04-12
ECON103,2,4,Gerald Friedman,2016-04-12
ECON103,2,4,Gerald Friedman,2016-04-05
ECON103,3,3,Gerald Friedman,2016-04-01
ECON103,3,2,Gerald Friedman,2016-03-25
ECON103,1,3,Gerald Friedman,2016-03-22
ECON103,1,4,Gerald Friedman,2016-03-07
ECON103,3,4,Gerald Friedman,2016-02-26
ECON103,2,3,Gerald Friedman,2016-02-04
ECO103,1,5,Gerald Friedman,2016-01-29
ECON103,2,4,Gerald Friedman,2016-01-26
ECON103,3,4,Gerald Friedman,2016-01-19
ECON103,3,3,Gerald Friedman,2016-01-12
ECON103,2,3,Gerald Friedman,2016-01-11
ECON103,1,1,Gerald Friedman,2015-12-29
ECON103,3,4,Gerald Friedman,2015-12-15
ECON1003,3,4,Gerald Friedman,2015-12-14
ECON104,1,1,Gerald Friedman,2015-11-23
ECON103,2,3,Gerald Friedman,2015-11-20
ECON103,1,3,Gerald Friedman,2015-11-17
ECON103,1,3,Gerald Friedman,2015-04-30
ECON103,1,2,Gerald Friedman,2015-04-10
ECON103,1,3,Gerald Friedman,2015-04-08
ECON103,1,4,Gerald Friedman,2015-03-23
103,2,3,Gerald Friedman,2014-12-21
ECON103,1,3,Gerald Friedman,2014-12-15
ECON103,2,3,Gerald Friedman,2014-12-10
ECON103,1,4,Gerald Friedman,2014-12-10
INTROTOMICRO,2,3,Gerald Friedman,2014-12-07
ECON103,3,4,Gerald Friedman,2014-12-07
ECON103,2,3,Gerald Friedman,2014-12-06
ECON103,2,3,Gerald Friedman,2014-12-05
ECON103,2,3,Gerald Friedman,2014-12-04
ECON103,2,3,Gerald Friedman,2014-11-20
103,2,3,Gerald Friedman,2014-11-20
103MICRO,1,5,Gerald Friedman,2014-11-04
ECON103,2,3,Gerald Friedman,2014-10-29
ECON103,3,3,Gerald Friedman,2014-07-02
ECON103,2,4,Gerald Friedman,2014-06-19
ECON103,5,1,Gerald Friedman,2014-06-12
ECON103,2,5,Gerald Friedman,2014-05-14
ECON103,2,3,Gerald Friedman,2014-03-26
ECON103,2,4,Gerald Friedman,2014-02-25
ECON103,2,5,Gerald Friedman,2013-11-14
ECON103,1,4,Gerald Friedman,2013-10-16
ECON103,2,3,Gerald Friedman,2013-06-25
ECON103,2,5,Gerald Friedman,2013-05-05
MICROECON,1,5,Gerald Friedman,2013-03-28
ECOND,2,2,Gerald Friedman,2013-01-16
ECON103,1,4,Gerald Friedman,2012-12-19
ECON103,1,5,Gerald Friedman,2012-12-05
ECON103,1,4,Gerald Friedman,2012-12-05
ECONC,2,4,Gerald Friedman,2012-11-27
ECON103,1,4,Gerald Friedman,2012-11-27
ECON103,1,5,Gerald Friedman,2012-11-12
ECON103,1,4,Gerald Friedman,2012-07-26
ECON103,3,2,Gerald Friedman,2012-02-01
ECON103,1,5,Gerald Friedman,2011-12-14
ECON103,2,3,Gerald Friedman,2011-12-13
ECON103,2,5,Gerald Friedman,2011-11-08
ECON103,2,5,Gerald Friedman,2011-05-11
ECON103,1,5,Gerald Friedman,2011-01-12
ECON103,1,5,Gerald Friedman,2010-12-26
ECON103,2,4,Gerald Friedman,2010-12-22
ECON103,1,4,Gerald Friedman,2010-12-20
ECON103,1,4,Gerald Friedman,2010-11-28
ECON103,2,2,Gerald Friedman,2010-06-04
ECON103,1,5,Gerald Friedman,2010-05-31
ECON103,2,3,Gerald Friedman,2010-05-02
ECON104,2,1,Gerald Friedman,2010-04-08
MICRO103,3,2,Gerald Friedman,2010-03-23
MICRO103,1,1,Gerald Friedman,2010-01-12
ECON103,4,1,Gerald Friedman,2009-12-24
ECON103,1,2,Gerald Friedman,2009-12-22
ECON103,2,4,Gerald Friedman,2009-12-03
ECON103,1,5,Gerald Friedman,2009-12-03
ECON103,3,5,Gerald Friedman,2009-12-01
ECON103,3,2,Gerald Friedman,2009-12-01
ECON103,2,4,Gerald Friedman,2009-12-01
ECON103,3,1,Gerald Friedman,2009-11-29
ECON103,4,5,Gerald Friedman,2009-04-29
ECON103,2,3,Gerald Friedman,2009-04-27
ECON103,2,4,Gerald Friedman,2009-04-22
ECON103,2,3,Gerald Friedman,2009-01-03
ECON103,2,2,Gerald Friedman,2008-11-26
ECON103,2,4,Gerald Friedman,2008-11-18
ECON103,1,4,Gerald Friedman,2008-10-27
ECON103,2,3,Gerald Friedman,2007-12-05
ECON103,2,3,Gerald Friedman,2007-10-25
ECON103,1,2,Gerald Friedman,2007-09-30
ECON103B,2,4,Gerald Friedman,2007-05-22
ECON103,1,5,Gerald Friedman,2007-02-08
ECON103,1,4,Gerald Friedman,2007-01-05
ECON103,1,5,Gerald Friedman,2006-12-22
ECON103,3,2,Gerald Friedman,2006-12-05
ECON103,2,4,Gerald Friedman,2006-11-29
ECON103,1,2,Gerald Friedman,2006-11-27
MIRCO103,2,4,Gerald Friedman,2006-11-20
ECONB,1,4,Gerald Friedman,2006-11-14
INTRO1,3,3,Gerald Friedman,2006-09-12
MICRO,2,1,Gerald Friedman,2006-05-14
ECON103,3,1,Gerald Friedman,2006-05-02
ECON103,1,5,Gerald Friedman,2006-05-01
ECON103,2,1,Gerald Friedman,2006-04-28
MICROECON,2,4,Gerald Friedman,2006-03-09
ECON121,1,1,Gerald Friedman,2006-02-25
ECON103,2,5,Gerald Friedman,2006-01-30
ECON362,2,5,Gerald Friedman,2005-11-26
ECON103,2,5,Gerald Friedman,2005-11-24
ECON131,2,5,Gerald Friedman,2005-11-20
ECON103,1,2,Gerald Friedman,2005-11-15
MACRO,1,5,Gerald Friedman,2005-09-08
ECON103ECON1,3,5,Gerald Friedman,2005-08-31
ECON,1,5,Gerald Friedman,2005-08-24
MICROECONOMICS,1,5,Gerald Friedman,2005-06-23
ECON103,1,4,Gerald Friedman,2005-05-23
ECON103,2,4,Gerald Friedman,2005-05-03
ECON103,1,3,Gerald Friedman,2005-04-25
ECON103,1,5,Gerald Friedman,2005-04-12
ECON103,1,4,Gerald Friedman,2005-04-08
ECON103,2,4,Gerald Friedman,2005-01-07
ECON103,2,4,Gerald Friedman,2005-01-01
ECON103,1,3,Gerald Friedman,2004-12-17
ECON103,2,5,Gerald Friedman,2004-12-17
103105,1,5,Gerald Friedman,2004-12-15
ECON103,2,5,Gerald Friedman,2004-11-29
ECON103,2,5,Gerald Friedman,2004-10-30
ECON105,3,5,Gerald Friedman,2004-06-12
ECON105,2,5,Gerald Friedman,2004-05-20
104,2,5,Gerald Friedman,2004-04-27
ECON105,1,5,Gerald Friedman,2004-04-14
ECON103,1,5,Gerald Friedman,2004-04-10
ECON103,3,5,Gerald Friedman,2004-04-06
ECON105,2,5,Gerald Friedman,2004-03-03
ECONOMICS,2,4,Gerald Friedman,2004-02-09
ECON103,2,4,Gerald Friedman,2003-12-22
ECON103,2,5,Gerald Friedman,2003-11-25
ECON103,2,4,Gerald Friedman,2003-11-24
ECON103,3,5,Gerald Friedman,2003-11-23
ECON105,2,5,Gerald Friedman,2003-11-18
ECON103,3,3,Gerald Friedman,2003-11-16
103,4,3,Gerald Friedman,2003-11-14
105,2,5,Gerald Friedman,2003-10-14
103,3,4,Gerald Friedman,2003-08-22
ECON105,3,4,Gerald Friedman,2003-07-16
105,1,5,Gerald Friedman,2003-05-11
ECON103,2,5,Gerald Friedman,2003-04-27
ECON103,5,5,Gerald Friedman,2003-04-19
330,4,5,Gerald Friedman,2003-04-19
ECON103,2,5,Gerald Friedman,2003-04-18
ECON331,2,5,Gerald Friedman,2003-04-17
ECON105,1,5,Gerald Friedman,2003-04-17
ECON103,2,4,Gerald Friedman,2003-04-16
ECON103,2,5,Gerald Friedman,2003-04-08
ECON105,1,5,Gerald Friedman,2003-04-01
ECON105,1,5,Gerald Friedman,2003-03-24
MICROECON,1,4,Gerald Friedman,2003-03-09
ECON105,2,4,Gerald Friedman,2003-03-07
ECON330,1,4,Gerald Friedman,2003-02-25
103,1,4,Gerald Friedman,2003-02-11
ECON103,2,5,Gerald Friedman,2003-01-06
103105,1,5,Gerald Friedman,2002-12-19
103,2,5,Gerald Friedman,2002-12-18
ECON103,3,3,Gerald Friedman,2002-12-17
ECON1003,1,4,Gerald Friedman,2002-12-13
ECON103,1,4,Gerald Friedman,2002-12-11
103,2,3,Gerald Friedman,2002-12-10
ECN103,2,4,Gerald Friedman,2002-12-10
ECON103,1,5,Gerald Friedman,2002-12-10
ECO103,1,5,Gerald Friedman,2002-12-10
ECON103,1,5,Gerald Friedman,2002-12-09
ECON103,1,5,Gerald Friedman,2002-11-20
CHEM111,3,4,Lara Al-Hariri,2024-10-10
CHEM262,3,5,Lara Al-Hariri,2024-09-19
CHM262,3,5,Lara Al-Hariri,2024-06-05
CHEM262,3,5,Lara Al-Hariri,2024-05-24
CHEM262,3,5,Lara Al-Hariri,2024-05-24
CHEM262,3,5,Lara Al-Hariri,2024-05-21
CH262,3,5,Lara Al-Hariri,2024-05-16
CHEM262,4,5,Lara Al-Hariri,2024-05-13
262,4,5,Lara Al-Hariri,2024-05-13
CHEM262,3,5,Lara Al-Hariri,2024-05-12
CHEM262,4,5,Lara Al-Hariri,2024-05-10
CHEM111,2,4,Lara Al-Hariri,2024-03-22
CHEM111,2,5,Lara Al-Hariri,2024-02-08
CHEM250,4,4,Lara Al-Hariri,2024-02-03
CHEM111,4,3,Lara Al-Hariri,2024-01-24
CHEM111,3,5,Lara Al-Hariri,2024-01-11
CHEM111,3,5,Lara Al-Hariri,2024-01-07
CHEM111,2,5,Lara Al-Hariri,2023-12-23
CHEM111,4,4,Lara Al-Hariri,2023-12-20
CHEM111,4,5,Lara Al-Hariri,2023-12-14
CHEM111,3,5,Lara Al-Hariri,2023-12-05
CHEM111,3,4,Lara Al-Hariri,2023-11-30
CHEM111,4,3,Lara Al-Hariri,2023-11-30
CHEM111,2,5,Lara Al-Hariri,2023-11-27
CHEM111,2,5,Lara Al-Hariri,2023-11-20
CHEM262,3,5,Lara Al-Hariri,2023-08-08
CHEM262,4,4,Lara Al-Hariri,2023-06-02
CH262,4,5,Lara Al-Hariri,2023-05-30
CHEM262,2,5,Lara Al-Hariri,2023-05-30
CHEM262,3,5,Lara Al-Hariri,2023-05-30
CHEM262,4,5,Lara Al-Hariri,2023-05-29
CHEM262,4,3,Lara Al-Hariri,2023-05-29
CHEM262,3,4,Lara Al-Hariri,2023-05-26
CH262,4,3,Lara Al-Hariri,2023-05-26
CHEM262,3,5,Lara Al-Hariri,2023-05-21
CHEM262,2,5,Lara Al-Hariri,2023-05-17
CH262,3,5,Lara Al-Hariri,2023-05-11
CH262,3,5,Lara Al-Hariri,2023-05-04
CHEM111,3,5,Lara Al-Hariri,2023-05-01
CHEM111,3,5,Lara Al-Hariri,2023-03-07
CHEM111,3,5,Lara Al-Hariri,2023-01-21
CHEM111,4,2,Lara Al-Hariri,2023-01-17
CHEM111,2,4,Lara Al-Hariri,2022-12-29
CHEM111,3,5,Lara Al-Hariri,2022-12-28
CHEM262,4,5,Lara Al-Hariri,2022-12-19
CHEM111,5,1,Lara Al-Hariri,2022-12-11
CHEM111,2,5,Lara Al-Hariri,2022-12-09
CHEM111,5,3,Lara Al-Hariri,2022-12-07
CH262,5,1,Lara Al-Hariri,2022-12-05
CHEM111,3,2,Lara Al-Hariri,2022-11-17
CHEM111,2,4,Lara Al-Hariri,2022-11-16
CHEM111,3,5,Lara Al-Hariri,2022-11-16
CHEM111,1,5,Lara Al-Hariri,2022-10-11
CH262,1,5,Lara Al-Hariri,2022-07-01
CHEM262,5,5,Lara Al-Hariri,2022-05-17
CHEM262,3,5,Lara Al-Hariri,2022-05-03
CHEM111,2,2,Lara Al-Hariri,2022-01-04
CHEM112,4,5,Lara Al-Hariri,2021-12-19
CHEM262,5,4,Lara Al-Hariri,2021-12-08
CHEM111,3,5,Lara Al-Hariri,2021-12-08
CHEM111,3,4,Lara Al-Hariri,2021-12-07
CHEM111,2,4,Lara Al-Hariri,2021-12-02
CHEM111,4,1,Lara Al-Hariri,2021-11-30
CHEM111,4,2,Lara Al-Hariri,2021-11-24
CHEM111,5,1,Lara Al-Hariri,2021-11-24
CHEM111,5,1,Lara Al-Hariri,2021-11-24
CHEM111,4,5,Lara Al-Hariri,2021-11-17
CHEM111,5,1,Lara Al-Hariri,2021-11-16
CHEM111,5,2,Lara Al-Hariri,2021-11-13
CHEM262,3,4,Lara Al-Hariri,2021-11-09
CHEM111,5,1,Lara Al-Hariri,2021-11-08
CHEM262,1,5,Lara Al-Hariri,2021-11-04
CHEM111,3,2,Lara Al-Hariri,2021-10-28
CHEM262,5,2,Lara Al-Hariri,2021-10-17
CHEM262,4,5,Lara Al-Hariri,2021-08-06
CHEM262,4,4,Lara Al-Hariri,2021-05-17
CHEM262,4,5,Lara Al-Hariri,2021-05-15
CHEM262,4,5,Lara Al-Hariri,2021-05-04
CHEM111,2,5,Lara Al-Hariri,2021-04-28
CHEM262,4,2,Lara Al-Hariri,2021-03-22
CHEM111,3,2,Lara Al-Hariri,2021-02-02
CHEM262,5,5,Lara Al-Hariri,2021-01-25
CHEM111,3,3,Lara Al-Hariri,2021-01-05
CHEM262,4,1,Lara Al-Hariri,2020-12-19
CHEM111,3,4,Lara Al-Hariri,2020-12-10
CHEM262,5,1,Lara Al-Hariri,2020-12-02
CHEM262,5,1,Lara Al-Hariri,2020-11-12
CH262,5,1,Lara Al-Hariri,2020-11-11
CHEM250,4,5,Lara Al-Hariri,2020-07-23
CHEM262,4,3,Lara Al-Hariri,2020-05-14
CHEM262,3,5,Lara Al-Hariri,2020-05-05
CHEM262,3,2,Lara Al-Hariri,2020-04-26
CHEM262,5,4,Lara Al-Hariri,2019-11-06
CHEM262,4,3,Lara Al-Hariri,2019-11-06
CHEM262,2,5,Lara Al-Hariri,2019-08-05
CHEM262,4,4,Lara Al-Hariri,2019-07-17
CHEM262,3,5,Lara Al-Hariri,2019-05-17
CH262,4,5,Lara Al-Hariri,2019-05-14
CH262,4,5,Lara Al-Hariri,2019-05-13
ORGO262,5,2,Lara Al-Hariri,2019-05-12
CHEM262,5,5,Lara Al-Hariri,2019-05-11
CHEM262,3,5,Lara Al-Hariri,2019-05-09
CHEM262,4,5,Lara Al-Hariri,2019-05-06
CHEM111,1,5,Lara Al-Hariri,2019-04-03
CHEM111,3,5,Lara Al-Hariri,2019-03-18
CHEM262,4,4,Lara Al-Hariri,2019-01-30
CHEM262,4,5,Lara Al-Hariri,2018-07-05
CHEM111,2,5,Lara Al-Hariri,2018-06-06
CHEM262,3,5,Lara Al-Hariri,2018-05-27
CHEM262,4,5,Lara Al-Hariri,2018-05-17
CHEM111,3,5,Lara Al-Hariri,2018-04-12
CHEM111,3,5,Lara Al-Hariri,2018-04-04
CHEM262,4,5,Lara Al-Hariri,2018-03-01
CHEM262,5,4,Lara Al-Hariri,2018-01-12
CHEM262,4,3,Lara Al-Hariri,2017-12-17
CHEM262,3,5,Lara Al-Hariri,2017-12-12
ORGO262,3,5,Lara Al-Hariri,2017-11-17
CHEM262,4,5,Lara Al-Hariri,2017-11-09
CHEM111,4,3,Lara Al-Hariri,2017-11-07
CHEM111,2,5,Lara Al-Hariri,2017-10-04
CHEM262,3,5,Lara Al-Hariri,2017-05-14
CHEM262,4,4,Lara Al-Hariri,2017-04-02
CHEM262,4,4,Lara Al-Hariri,2017-03-29
CHEM111,2,5,Lara Al-Hariri,2017-01-26
CHEM111,4,3,Lara Al-Hariri,2017-01-24
CHEM262,4,3,Lara Al-Hariri,2017-01-22
CHEM111,2,5,Lara Al-Hariri,2017-01-13
CHEM111,3,5,Lara Al-Hariri,2017-01-05
CHEM111,2,5,Lara Al-Hariri,2017-01-04
CHEM262,1,5,Lara Al-Hariri,2016-12-29
CHEM111,3,4,Lara Al-Hariri,2016-12-29
CHEM262,4,5,Lara Al-Hariri,2016-12-17
CHEM111,4,1,Lara Al-Hariri,2016-12-15
CHEM262,4,5,Lara Al-Hariri,2016-12-08
CHEM111,4,1,Lara Al-Hariri,2016-09-08
CHEM262,4,4,Lara Al-Hariri,2016-05-06
CHEM262,4,5,Lara Al-Hariri,2016-04-29
CHEM111,3,3,Lara Al-Hariri,2016-01-19
CHEM111,3,4,Lara Al-Hariri,2016-01-04
CHEM111,2,5,Lara Al-Hariri,2015-12-30
CHEM111,3,4,Lara Al-Hariri,2015-12-20
CHEM111,2,5,Lara Al-Hariri,2015-12-17
CHEM112,3,3,Lara Al-Hariri,2015-12-14
CHEM111,3,4,Lara Al-Hariri,2015-11-16
262,4,5,Lara Al-Hariri,2015-09-29
CHEM262,3,5,Lara Al-Hariri,2015-04-28
CHEM262,3,4,Lara Al-Hariri,2015-04-26
CHEM262,3,4,Lara Al-Hariri,2015-04-24
CHEM262,3,4,Lara Al-Hariri,2014-12-06
121H,1,5,Lara Al-Hariri,2014-12-03
121H,1,5,Lara Al-Hariri,2014-12-03
CHEM262,3,5,Lara Al-Hariri,2014-11-24
CHEN262,2,4,Lara Al-Hariri,2014-09-27
CHEM262,2,5,Lara Al-Hariri,2014-08-17
CHEM111,1,5,Lara Al-Hariri,2014-08-11
CHM262,2,4,Lara Al-Hariri,2014-05-29
CHEM111,2,3,Lara Al-Hariri,2014-05-27
CHEM262,3,4,Lara Al-Hariri,2014-05-17
CHEM262,2,4,Lara Al-Hariri,2014-05-10
CHEM262,2,4,Lara Al-Hariri,2014-05-09
CH262,5,3,Lara Al-Hariri,2014-04-29
121H,3,4,Lara Al-Hariri,2014-02-01
CHEM121H,2,4,Lara Al-Hariri,2014-01-24
CHEM112,1,3,Lara Al-Hariri,2014-01-18
CHEM121H,3,1,Lara Al-Hariri,2013-12-30
CHEM121H,4,4,Lara Al-Hariri,2013-12-15
CHEM111,2,4,Lara Al-Hariri,2013-11-25
CHEM111,3,4,Lara Al-Hariri,2013-11-20
CHEM111,2,5,Lara Al-Hariri,2013-10-29
CHEM250,3,4,Lara Al-Hariri,2013-09-03
CHEM111,4,1,Lara Al-Hariri,2013-03-26
CHEM250,3,4,Lara Al-Hariri,2013-03-13
CHEM111,1,5,Lara Al-Hariri,2012-12-05
CHEM111,4,2,Lara Al-Hariri,2012-12-03
CHEM111,1,1,Lara Al-Hariri,2012-11-29
CHEM111,2,5,Lara Al-Hariri,2012-11-18
CHEM121H,3,3,Lara Al-Hariri,2012-11-13
CHEM121H,2,4,Lara Al-Hariri,2012-11-13
CHEM111,1,4,Lara Al-Hariri,2012-09-01
CHEM1,5,1,Lara Al-Hariri,2012-07-16
CHEM111,2,5,Lara Al-Hariri,2012-05-03
CHEM111,1,4,Lara Al-Hariri,2012-04-10
CHEM111,1,5,Lara Al-Hariri,2012-02-08
CHEM111,3,4,Lara Al-Hariri,2011-12-07
CALC128,4,1,Thurlow Cook,2016-04-04
CALC132,2,3,Thurlow Cook,2015-12-21
CALC132,3,2,Thurlow Cook,2015-12-17
BIO151,4,4,Thurlow Cook,2015-12-16
MATH132,4,4,Thurlow Cook,2015-12-16
MATH132,3,4,Thurlow Cook,2015-11-19
MATH128,3,1,Thurlow Cook,2015-07-27
127,4,1,Thurlow Cook,2015-07-10
MATH128,2,5,Thurlow Cook,2015-06-04
MATH127,5,1,Thurlow Cook,2015-05-13
132,3,3,Thurlow Cook,2015-05-11
MATH128,5,2,Thurlow Cook,2015-04-28
128,4,3,Thurlow Cook,2015-04-13
MATH127,5,1,Thurlow Cook,2015-04-06
MATH127,5,1,Thurlow Cook,2015-04-03
MATH132,4,3,Thurlow Cook,2014-12-05
132,3,4,Thurlow Cook,2014-12-04
132,2,3,Thurlow Cook,2014-10-26
MATH128,2,4,Thurlow Cook,2014-05-15
MATH128,3,3,Thurlow Cook,2014-05-15
MATH128,3,2,Thurlow Cook,2014-05-14
MATH128,3,5,Thurlow Cook,2014-03-24
MATH127,5,1,Thurlow Cook,2013-12-28
MATH128,3,3,Thurlow Cook,2013-12-13
CALC132,5,1,Thurlow Cook,2013-12-12
MATH128,5,1,Thurlow Cook,2013-12-09
MATH132,5,1,Thurlow Cook,2013-12-09
127,5,1,Thurlow Cook,2013-11-29
MATH128,4,1,Thurlow Cook,2013-10-17
MATH128,3,4,Thurlow Cook,2013-05-08
CALC128,2,5,Thurlow Cook,2013-04-10
CALC127,4,2,Thurlow Cook,2013-01-15
CALC128,3,3,Thurlow Cook,2013-01-02
MATH127,3,5,Thurlow Cook,2012-12-10
MATH127,3,3,Thurlow Cook,2012-12-10
CALC127,4,1,Thurlow Cook,2012-11-25
MATH128,4,1,Thurlow Cook,2012-11-16
MATH128,5,2,Thurlow Cook,2012-06-05
MATH128,3,3,Thurlow Cook,2012-04-04
MATH127,4,2,Thurlow Cook,2012-01-06
MATH128,5,4,Thurlow Cook,2011-12-31
MATH127,2,3,Thurlow Cook,2011-12-13
MATH127,3,4,Thurlow Cook,2011-12-04
MATH128,2,3,Thurlow Cook,2011-11-18
MATH132,3,5,Thurlow Cook,2011-11-10
MATH128,3,3,Thurlow Cook,2011-11-08
MATH128,1,5,Thurlow Cook,2011-05-16
CALC128,4,2,Thurlow Cook,2011-05-09
MATH132,3,5,Thurlow Cook,2011-04-25
MATH127,4,1,Thurlow Cook,2011-01-27
MATH128,5,1,Thurlow Cook,2011-01-25
MATH127,5,3,Thurlow Cook,2010-12-29
MATH128,5,2,Thurlow Cook,2010-12-28
MATH127,2,4,Thurlow Cook,2010-12-20
CALC128,3,3,Thurlow Cook,2010-12-09
MATH132,1,4,Thurlow Cook,2010-11-14
CALC127,3,2,Thurlow Cook,2010-11-09
MATH132,2,5,Thurlow Cook,2010-10-29
CALC128,5,5,Thurlow Cook,2010-05-11
MATH128,3,3,Thurlow Cook,2010-05-10
MATH127,4,1,Thurlow Cook,2010-04-28
CALC128,5,1,Thurlow Cook,2010-04-22
ECON104,2,2,Thurlow Cook,2010-04-13
MATH128,5,1,Thurlow Cook,2010-04-05
CALC128,4,1,Thurlow Cook,2010-02-11
CALC127,4,2,Thurlow Cook,2010-02-04
MATH127,3,3,Thurlow Cook,2010-01-20
MATH127,3,1,Thurlow Cook,2009-11-30
MATH128,4,3,Thurlow Cook,2009-11-29
CALC128,2,4,Thurlow Cook,2009-08-23
MATH128,5,1,Thurlow Cook,2009-08-12
MATH128,5,1,Thurlow Cook,2009-06-14
CALC128,5,1,Thurlow Cook,2009-06-05
MATH128,5,2,Thurlow Cook,2009-05-22
MATH128,2,1,Thurlow Cook,2009-04-21
MATH128,1,5,Thurlow Cook,2009-02-04
MATH127,1,5,Thurlow Cook,2009-01-29
CALC128,4,3,Thurlow Cook,2009-01-24
MATH128,4,2,Thurlow Cook,2009-01-02
MATH128,2,1,Thurlow Cook,2008-12-15
MATH128,5,4,Thurlow Cook,2008-11-18
MATH128,5,1,Thurlow Cook,2008-08-19
MATH128,5,1,Thurlow Cook,2008-05-23
MATH128,1,5,Thurlow Cook,2008-01-23
MATH128,5,1,Thurlow Cook,2008-01-03
MATH127,5,1,Thurlow Cook,2007-12-22
MATHCALC,5,3,Thurlow Cook,2007-12-20
CALCCALC,5,2,Thurlow Cook,2007-12-18
MATH127,5,2,Thurlow Cook,2007-11-19
MATH128,4,5,Thurlow Cook,2007-11-14
MATH127,5,1,Thurlow Cook,2007-11-06
MATH128,5,2,Thurlow Cook,2007-08-25
MATH128,4,1,Thurlow Cook,2007-05-24
MATH128,3,4,Thurlow Cook,2007-04-24
MATH128,5,1,Thurlow Cook,2007-01-04
MATH128,3,4,Thurlow Cook,2006-11-28
MATH128,3,2,Thurlow Cook,2006-11-20
MATH128,4,2,Thurlow Cook,2006-09-26
MATH128,1,5,Thurlow Cook,2006-08-09
MATH128,5,1,Thurlow Cook,2006-06-11
MATH128,3,1,Thurlow Cook,2006-06-02
MATH128,2,5,Thurlow Cook,2006-05-21
CALC128,2,1,Thurlow Cook,2006-05-11
128,4,1,Thurlow Cook,2006-05-03
MATH128,5,1,Thurlow Cook,2006-05-03
MATH128,5,1,Thurlow Cook,2006-05-01
CALC127128,3,2,Thurlow Cook,2006-04-12
MATH127,1,5,Thurlow Cook,2006-02-03
CALC127,1,3,Thurlow Cook,2006-01-15
CALC128,4,1,Thurlow Cook,2006-01-07
MATH127,5,1,Thurlow Cook,2005-12-20
MATH127,3,1,Thurlow Cook,2005-12-14
MATH127,2,2,Thurlow Cook,2005-12-03
MATH127,3,1,Thurlow Cook,2005-12-02
MAT127,2,1,Thurlow Cook,2005-11-30
CALC127,4,1,Thurlow Cook,2005-11-28
MATH127,2,3,Thurlow Cook,2005-11-28
MATH128,2,5,Thurlow Cook,2005-11-26
CALC127,5,1,Thurlow Cook,2005-11-17
MATH127,4,1,Thurlow Cook,2005-09-03
CALC127AND128,5,1,Thurlow Cook,2005-08-31
MATH128,5,2,Thurlow Cook,2005-08-20
MATH128,1,1,Thurlow Cook,2005-05-20
MATH128,5,3,Thurlow Cook,2005-04-28
MATH127,4,1,Thurlow Cook,2005-04-26
MATH128,3,4,Thurlow Cook,2005-04-14
CALC127,4,2,Thurlow Cook,2005-02-28
MATH127,4,4,Thurlow Cook,2004-12-08
CALCULUS128,5,2,Thurlow Cook,2004-12-02
MATH127,5,1,Thurlow Cook,2004-12-01
MATH127,4,1,Thurlow Cook,2004-12-01
MATH127,3,1,Thurlow Cook,2004-11-30
MATH128,4,4,Thurlow Cook,2004-11-16
CALC127,3,4,Thurlow Cook,2004-09-05
128,3,4,Thurlow Cook,2004-06-21
MATH128,2,4,Thurlow Cook,2004-05-27
MATH128,1,4,Thurlow Cook,2004-05-14
MATH128,2,2,Thurlow Cook,2004-05-04
MATH128,2,3,Thurlow Cook,2004-04-26
MA127128,1,2,Thurlow Cook,2004-04-23
CALC128,2,4,Thurlow Cook,2004-04-20
MATH128,5,1,Thurlow Cook,2004-04-04
CALC127,2,3,Thurlow Cook,2003-12-10
CALC127,2,2,Thurlow Cook,2003-12-02
MATH127,2,4,Thurlow Cook,2003-12-01
127,3,2,Thurlow Cook,2003-11-20
CALC131,3,1,Thurlow Cook,2003-07-16
MATH127,4,2,Thurlow Cook,2003-05-14
CALC127,5,3,Thurlow Cook,2003-05-11
127,4,1,Thurlow Cook,2003-05-05
CALC127,2,4,Thurlow Cook,2003-04-22
MATH127,2,5,Thurlow Cook,2003-04-22
MATH127,4,2,Thurlow Cook,2003-04-21
MATH127,3,5,Thurlow Cook,2003-04-21
MATH127,4,2,Thurlow Cook,2003-04-21
MATH112,4,3,Thurlow Cook,2003-04-17
CALC127,1,5,Thurlow Cook,2003-04-16
MATH397A,1,3,Thurlow Cook,2003-03-29
MATH127,3,3,Thurlow Cook,2003-03-24
MATH397A,3,5,Thurlow Cook,2003-03-07
MATH127,4,1,Thurlow Cook,2002-12-18
MATH127,4,5,Thurlow Cook,2002-12-15
MATH127,3,1,Thurlow Cook,2002-12-15
MATH127,1,5,Thurlow Cook,2002-12-13
MATH127,1,1,Thurlow Cook,2002-12-10
MATH127,4,1,Thurlow Cook,2002-12-08
MATH127,4,1,Thurlow Cook,2002-12-05
CALC127,4,2,Thurlow Cook,2002-12-05
CHEM111,5,1,Beatrice Botch,2016-04-05
CHEM111,4,5,Beatrice Botch,2015-02-02
CHEM111,2,5,Beatrice Botch,2014-07-21
CHEM111,5,2,Beatrice Botch,2014-05-13
CHEM111,3,5,Beatrice Botch,2014-04-21
CHEM111,3,5,Beatrice Botch,2014-04-14
CHEM111,4,3,Beatrice Botch,2014-03-28
